hotel_name,city,date,price_per_night,rating,season,is_weekend,year
Ararat Resort Tsaghkadzor,Tsaghkadzor,2025-12-31,137.20,4.4,Winter,Weekday,2025
Golden Palace Tsaghkadzor,Tsaghkadzor,2025-12-31,112.39,4.2,Winter,Weekday,2025
Tufenkian Old Dilijan Complex,Dilijan,2025-12-31,104.23,4.7,Winter,Weekday,2025
Best Western Plus Paradise Hotel Dilijan,Dilijan,2025-12-31,109.52,4.5,Winter,Weekday,2025
Dilijan Resort,Dilijan,2025-12-31,106.61,4.3,Winter,Weekday,2025
Jermuk Olympia Sanatorium,Jermuk,2025-12-31,121.54,4.4,Winter,Weekday,2025
Jermuk Ashkharh Health Center,Jermuk,2025-12-31,135.93,4.2,Winter,Weekday,2025
Jermuk Grand Hotel,Jermuk,2025-12-31,84.43,4.3,Winter,Weekday,2025
Grand Hotel Gyumri,Gyumri,2025-12-31,96.84,4.1,Winter,Weekday,2025
Berlin Art Hotel Gyumri,Gyumri,2025-12-31,121.35,4.0,Winter,Weekday,2025
Aleksandrapol Hotel,Gyumri,2025-12-31,114.28,3.9,Winter,Weekday,2025
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-01,207.12,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-01,238.71,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-01,224.68,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-01,162.54,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-01,142.58,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-01,131.14,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-01,135.28,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-01,136.20,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-01,190.02,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-01,128.10,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-01,181.71,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-01,131.39,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-01,113.30,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-01,138.89,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-01,138.12,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-01,108.57,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-01,102.44,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-01,130.56,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-01,123.57,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-01,107.79,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-01,113.37,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-02,315.09,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-02,230.74,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-02,250.30,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-02,252.43,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-02,210.72,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-02,160.55,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-02,164.22,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-02,112.54,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-02,218.62,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-02,178.55,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-02,123.74,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-02,131.58,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-02,127.35,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-02,128.10,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-02,135.93,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-02,138.69,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-02,108.81,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-02,92.64,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-02,145.04,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-02,76.84,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-02,109.03,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-03,252.45,4.7,Winter,Weekend,2026
Republica Hotel Yerevan,Yerevan,2026-01-03,215.39,4.5,Winter,Weekend,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-03,251.70,4.6,Winter,Weekend,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-03,221.91,4.4,Winter,Weekend,2026
Metropol Hotel Yerevan,Yerevan,2026-01-03,241.91,4.3,Winter,Weekend,2026
Grand Hotel Yerevan,Yerevan,2026-01-03,162.73,4.2,Winter,Weekend,2026
Opera Suite Hotel,Yerevan,2026-01-03,113.46,4.1,Winter,Weekend,2026
Silachi Hotel,Yerevan,2026-01-03,181.63,4.0,Winter,Weekend,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-03,196.24,4.6,Winter,Weekend,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-03,200.00,4.5,Winter,Weekend,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-03,127.45,4.4,Winter,Weekend,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-03,134.70,4.2,Winter,Weekend,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-03,108.67,4.7,Winter,Weekend,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-03,180.39,4.5,Winter,Weekend,2026
Dilijan Resort,Dilijan,2026-01-03,146.33,4.3,Winter,Weekend,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-03,148.55,4.4,Winter,Weekend,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-03,146.52,4.2,Winter,Weekend,2026
Jermuk Grand Hotel,Jermuk,2026-01-03,79.10,4.3,Winter,Weekend,2026
Grand Hotel Gyumri,Gyumri,2026-01-03,162.50,4.1,Winter,Weekend,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-03,102.29,4.0,Winter,Weekend,2026
Aleksandrapol Hotel,Gyumri,2026-01-03,110.35,3.9,Winter,Weekend,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-04,301.94,4.7,Winter,Weekend,2026
Republica Hotel Yerevan,Yerevan,2026-01-04,278.01,4.5,Winter,Weekend,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-04,295.65,4.6,Winter,Weekend,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-04,235.17,4.4,Winter,Weekend,2026
Metropol Hotel Yerevan,Yerevan,2026-01-04,195.77,4.3,Winter,Weekend,2026
Grand Hotel Yerevan,Yerevan,2026-01-04,162.83,4.2,Winter,Weekend,2026
Opera Suite Hotel,Yerevan,2026-01-04,137.92,4.1,Winter,Weekend,2026
Silachi Hotel,Yerevan,2026-01-04,178.40,4.0,Winter,Weekend,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-04,225.00,4.6,Winter,Weekend,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-04,165.52,4.5,Winter,Weekend,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-04,155.93,4.4,Winter,Weekend,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-04,175.00,4.2,Winter,Weekend,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-04,160.74,4.7,Winter,Weekend,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-04,129.07,4.5,Winter,Weekend,2026
Dilijan Resort,Dilijan,2026-01-04,115.57,4.3,Winter,Weekend,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-04,117.32,4.4,Winter,Weekend,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-04,118.22,4.2,Winter,Weekend,2026
Jermuk Grand Hotel,Jermuk,2026-01-04,102.59,4.3,Winter,Weekend,2026
Grand Hotel Gyumri,Gyumri,2026-01-04,81.48,4.1,Winter,Weekend,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-04,114.26,4.0,Winter,Weekend,2026
Aleksandrapol Hotel,Gyumri,2026-01-04,123.31,3.9,Winter,Weekend,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-05,298.98,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-05,195.69,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-05,223.43,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-05,197.56,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-05,201.22,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-05,131.24,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-05,163.25,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-05,150.78,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-05,163.18,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-05,159.35,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-05,134.41,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-05,149.19,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-05,132.17,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-05,140.45,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-05,139.77,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-05,98.21,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-05,106.68,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-05,109.03,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-05,117.75,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-05,112.70,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-05,105.55,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-06,269.64,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-06,217.45,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-06,228.90,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-06,163.32,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-06,190.54,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-06,163.70,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-06,115.16,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-06,131.63,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-06,158.30,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-06,155.36,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-06,187.50,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-06,134.62,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-06,131.00,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-06,155.58,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-06,86.60,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-06,90.42,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-06,122.45,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-06,98.41,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-06,94.87,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-06,132.42,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-06,105.67,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-07,253.90,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-07,169.23,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-07,268.01,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-07,236.44,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-07,192.24,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-07,112.46,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-07,113.22,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-07,112.30,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-07,180.86,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-07,200.00,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-07,119.40,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-07,136.18,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-07,144.70,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-07,124.09,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-07,141.59,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-07,139.36,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-07,95.98,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-07,130.09,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-07,107.39,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-07,112.90,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-07,109.88,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-08,273.90,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-08,235.12,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-08,198.90,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-08,204.20,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-08,191.61,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-08,106.08,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-08,125.38,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-08,123.53,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-08,174.45,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-08,184.55,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-08,158.27,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-08,159.51,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-08,150.12,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-08,159.25,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-08,120.96,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-08,119.39,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-08,135.50,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-08,110.56,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-08,72.18,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-08,96.47,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-08,96.18,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-09,221.55,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-09,176.77,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-09,203.10,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-09,198.09,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-09,187.13,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-09,123.59,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-09,114.65,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-09,105.58,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-09,203.24,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-09,175.58,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-09,136.02,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-09,175.00,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-09,137.08,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-09,112.14,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-09,117.90,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-09,103.06,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-09,97.49,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-09,94.71,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-09,77.80,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-09,84.28,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-09,67.58,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-10,327.08,4.7,Winter,Weekend,2026
Republica Hotel Yerevan,Yerevan,2026-01-10,214.16,4.5,Winter,Weekend,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-10,272.53,4.6,Winter,Weekend,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-10,189.52,4.4,Winter,Weekend,2026
Metropol Hotel Yerevan,Yerevan,2026-01-10,205.09,4.3,Winter,Weekend,2026
Grand Hotel Yerevan,Yerevan,2026-01-10,184.28,4.2,Winter,Weekend,2026
Opera Suite Hotel,Yerevan,2026-01-10,166.93,4.1,Winter,Weekend,2026
Silachi Hotel,Yerevan,2026-01-10,140.47,4.0,Winter,Weekend,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-10,225.00,4.6,Winter,Weekend,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-10,200.00,4.5,Winter,Weekend,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-10,180.86,4.4,Winter,Weekend,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-10,175.00,4.2,Winter,Weekend,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-10,144.71,4.7,Winter,Weekend,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-10,139.09,4.5,Winter,Weekend,2026
Dilijan Resort,Dilijan,2026-01-10,120.14,4.3,Winter,Weekend,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-10,116.21,4.4,Winter,Weekend,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-10,149.94,4.2,Winter,Weekend,2026
Jermuk Grand Hotel,Jermuk,2026-01-10,127.40,4.3,Winter,Weekend,2026
Grand Hotel Gyumri,Gyumri,2026-01-10,139.74,4.1,Winter,Weekend,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-10,104.57,4.0,Winter,Weekend,2026
Aleksandrapol Hotel,Gyumri,2026-01-10,82.88,3.9,Winter,Weekend,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-11,229.90,4.7,Winter,Weekend,2026
Republica Hotel Yerevan,Yerevan,2026-01-11,241.29,4.5,Winter,Weekend,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-11,294.90,4.6,Winter,Weekend,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-11,273.97,4.4,Winter,Weekend,2026
Metropol Hotel Yerevan,Yerevan,2026-01-11,202.79,4.3,Winter,Weekend,2026
Grand Hotel Yerevan,Yerevan,2026-01-11,147.38,4.2,Winter,Weekend,2026
Opera Suite Hotel,Yerevan,2026-01-11,181.91,4.1,Winter,Weekend,2026
Silachi Hotel,Yerevan,2026-01-11,173.52,4.0,Winter,Weekend,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-11,225.00,4.6,Winter,Weekend,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-11,168.03,4.5,Winter,Weekend,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-11,150.42,4.4,Winter,Weekend,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-11,175.00,4.2,Winter,Weekend,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-11,149.33,4.7,Winter,Weekend,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-11,130.05,4.5,Winter,Weekend,2026
Dilijan Resort,Dilijan,2026-01-11,146.84,4.3,Winter,Weekend,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-11,100.79,4.4,Winter,Weekend,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-11,112.24,4.2,Winter,Weekend,2026
Jermuk Grand Hotel,Jermuk,2026-01-11,157.84,4.3,Winter,Weekend,2026
Grand Hotel Gyumri,Gyumri,2026-01-11,89.65,4.1,Winter,Weekend,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-11,107.92,4.0,Winter,Weekend,2026
Aleksandrapol Hotel,Gyumri,2026-01-11,126.56,3.9,Winter,Weekend,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-12,251.63,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-12,170.79,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-12,215.18,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-12,228.30,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-12,180.09,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-12,154.77,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-12,147.06,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-12,132.95,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-12,200.90,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-12,140.88,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-12,154.24,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-12,114.53,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-12,148.92,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-12,99.26,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-12,113.00,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-12,99.39,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-12,95.88,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-12,84.54,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-12,104.77,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-12,111.75,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-12,64.39,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-13,322.79,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-13,209.83,4.5,Winter,Weekday,2026
DoubleTree by Hilton Yerevan,Yerevan,2026-01-13,188.39,4.6,Winter,Weekday,2026
Ani Grand Hotel Yerevan,Yerevan,2026-01-13,161.39,4.4,Winter,Weekday,2026
Metropol Hotel Yerevan,Yerevan,2026-01-13,179.80,4.3,Winter,Weekday,2026
Grand Hotel Yerevan,Yerevan,2026-01-13,166.94,4.2,Winter,Weekday,2026
Opera Suite Hotel,Yerevan,2026-01-13,146.42,4.1,Winter,Weekday,2026
Silachi Hotel,Yerevan,2026-01-13,122.28,4.0,Winter,Weekday,2026
Marriott Tsaghkadzor,Tsaghkadzor,2026-01-13,159.67,4.6,Winter,Weekday,2026
Kecharis Hotel & Resort,Tsaghkadzor,2026-01-13,200.00,4.5,Winter,Weekday,2026
Ararat Resort Tsaghkadzor,Tsaghkadzor,2026-01-13,115.07,4.4,Winter,Weekday,2026
Golden Palace Tsaghkadzor,Tsaghkadzor,2026-01-13,120.57,4.2,Winter,Weekday,2026
Tufenkian Old Dilijan Complex,Dilijan,2026-01-13,102.38,4.7,Winter,Weekday,2026
Best Western Plus Paradise Hotel Dilijan,Dilijan,2026-01-13,130.70,4.5,Winter,Weekday,2026
Dilijan Resort,Dilijan,2026-01-13,109.24,4.3,Winter,Weekday,2026
Jermuk Olympia Sanatorium,Jermuk,2026-01-13,117.90,4.4,Winter,Weekday,2026
Jermuk Ashkharh Health Center,Jermuk,2026-01-13,127.22,4.2,Winter,Weekday,2026
Jermuk Grand Hotel,Jermuk,2026-01-13,109.23,4.3,Winter,Weekday,2026
Grand Hotel Gyumri,Gyumri,2026-01-13,89.40,4.1,Winter,Weekday,2026
Berlin Art Hotel Gyumri,Gyumri,2026-01-13,94.66,4.0,Winter,Weekday,2026
Aleksandrapol Hotel,Gyumri,2026-01-13,72.23,3.9,Winter,Weekday,2026
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2026-01-14,308.38,4.7,Winter,Weekday,2026
Republica Hotel Yerevan,Yerevan,2026-01-14,188.99,4.5,Winter,Weekday,2026
